Index,Sections number,Sections
2942,0 of 0,Empty
2943,1 of 8,Section 484 CrPC
,2 of 8,Section 2 CrPC
,3 of 8,Section 1898 CrPC
,4 of 8,Section 1974 CrPC
,5 of 8,Section 397 CrPC
,6 of 8,Section 6 CrPC
,7 of 8,Section 435 CrPC
,8 of 8,Section 3 CrPC
2944,0 of 0,Empty
2945,0 of 0,Empty
2946,0 of 0,Empty
2947,0 of 0,Empty
2948,0 of 0,Empty
2949,0 of 0,Empty
2950,0 of 0,Empty
2951,0 of 0,Empty
2952,0 of 0,Empty
2953,1 of 2,Section 304 IPC
,2 of 2,Section 300 IPC
2954,0 of 0,Empty
2955,0 of 0,Empty
2956,0 of 0,Empty
2957,0 of 0,Empty
2958,0 of 0,Empty
2959,0 of 0,Empty
2960,0 of 0,Empty
2961,0 of 0,Empty
2962,0 of 0,Empty
2963,0 of 0,Empty
2964,0 of 0,Empty
2965,0 of 0,Empty
2966,0 of 0,Empty
2967,0 of 0,Empty
2968,0 of 0,Empty
2969,0 of 0,Empty
2970,0 of 0,Empty
2971,0 of 0,Empty
2972,0 of 0,Empty
2973,0 of 0,Empty
2974,1 of 1,Section 133 CrPC
2975,0 of 0,Empty
2976,0 of 0,Empty
2977,1 of 5,Section 389 CrPC
,2 of 5,Section 16 IPC
,3 of 5,Section 304 IPC
,4 of 5,Section 1969 IPC
,5 of 5,Section 3 CrPC
2978,0 of 0,Empty
2979,0 of 0,Empty
2980,0 of 0,Empty
2981,0 of 0,Empty
2982,0 of 0,Empty
2983,0 of 0,Empty
2984,0 of 0,Empty
2985,0 of 0,Empty
2986,0 of 0,Empty
2987,0 of 0,Empty
2988,0 of 0,Empty
2989,1 of 1,Section 145 CrPC
2990,0 of 0,Empty
2991,0 of 0,Empty
2992,0 of 0,Empty
2993,0 of 0,Empty
2994,0 of 0,Empty
2995,0 of 0,Empty
2996,0 of 0,Empty
2997,0 of 0,Empty
2998,0 of 0,Empty
2999,0 of 0,Empty
3000,0 of 0,Empty
3001,0 of 0,Empty
3002,0 of 0,Empty
3003,0 of 0,Empty
3004,0 of 0,Empty
3005,0 of 0,Empty
3006,0 of 0,Empty
3007,0 of 0,Empty
3008,0 of 0,Empty
3009,0 of 0,Empty
3010,0 of 0,Empty
3011,0 of 0,Empty
3012,0 of 0,Empty
3013,1 of 1,Section 468 CrPC
3014,0 of 0,Empty
3015,0 of 0,Empty
3016,0 of 0,Empty
3017,0 of 0,Empty
3018,0 of 0,Empty
3019,0 of 0,Empty
3020,0 of 0,Empty
3021,0 of 0,Empty
3022,0 of 0,Empty
3023,1 of 4,Section 1973 CrPC
,2 of 4,Section 499 IPC
,3 of 4,Section 482 CrPC
,4 of 4,Section 91 CrPC
3024,0 of 0,Empty
3025,0 of 0,Empty
3026,0 of 0,Empty
3027,0 of 0,Empty
3028,0 of 0,Empty
3029,0 of 0,Empty
3030,0 of 0,Empty
3031,0 of 0,Empty
3032,0 of 0,Empty
3033,0 of 0,Empty
3034,0 of 0,Empty
3035,0 of 0,Empty
3036,0 of 0,Empty
3037,0 of 0,Empty
3038,0 of 0,Empty
3039,0 of 0,Empty
3040,0 of 0,Empty
3041,0 of 0,Empty
3042,0 of 0,Empty
3043,0 of 0,Empty
3044,0 of 0,Empty
3045,0 of 0,Empty
3046,0 of 0,Empty
3047,0 of 0,Empty
3048,0 of 0,Empty
3049,1 of 1,Section 4 IPC
3050,0 of 0,Empty
3051,0 of 0,Empty
3052,0 of 0,Empty
3053,0 of 0,Empty
3054,0 of 0,Empty
3055,0 of 0,Empty
3056,0 of 0,Empty
3057,0 of 0,Empty
3058,0 of 0,Empty
3059,0 of 0,Empty
3060,0 of 0,Empty
3061,0 of 0,Empty
3062,0 of 0,Empty
3063,0 of 0,Empty
3064,0 of 0,Empty
3065,0 of 0,Empty
3066,0 of 0,Empty
3067,0 of 0,Empty
3068,0 of 0,Empty
3069,1 of 1,Section 362 CrPC
3070,0 of 0,Empty
3071,0 of 0,Empty
3072,0 of 0,Empty
3073,1 of 8,Section 307 IPC
,2 of 8,Section 2 CrPC
,3 of 8,Section 482 CrPC
,4 of 8,Section 326 IPC
,5 of 8,Section 173 CrPC
,6 of 8,Section 324 IPC
,7 of 8,Section 407 CrPC
,8 of 8,Section 197 CrPC
3074,0 of 0,Empty
3075,0 of 0,Empty
3076,0 of 0,Empty
3077,0 of 0,Empty
3078,0 of 0,Empty
3079,0 of 0,Empty
3080,0 of 0,Empty
3081,0 of 0,Empty
3082,0 of 0,Empty
3083,0 of 0,Empty
3084,0 of 0,Empty
3085,0 of 0,Empty
3086,1 of 12,Section 411 IPC
,2 of 12,Section 2 IPC
,3 of 12,Section 25 IPC
,4 of 12,Section 420 IPC
,5 of 12,Section 1973 CrPC
,6 of 12,Section 4 IPC
,7 of 12,Section 306 CrPC
,8 of 12,Section 120-B IPC
,9 of 12,Section 109 IPC
,10 of 12,Section 1 IPC
,11 of 12,Section 410 IPC
,12 of 12,Section 406 IPC
3087,0 of 0,Empty
3088,0 of 0,Empty
3089,0 of 0,Empty
3090,0 of 0,Empty
3091,0 of 0,Empty
3092,0 of 0,Empty
3093,0 of 0,Empty
3094,0 of 0,Empty
3095,0 of 0,Empty
3096,1 of 4,Section 494 CrPC
,2 of 4,Section 14 CrPC
,3 of 4,Section 1162 CrPC
,4 of 4,Section 120-B IPC
3097,0 of 0,Empty
3098,0 of 0,Empty
3099,0 of 0,Empty
3100,0 of 0,Empty
3101,0 of 0,Empty
3102,0 of 0,Empty
3103,0 of 0,Empty
3104,0 of 0,Empty
3105,0 of 0,Empty
3106,0 of 0,Empty
3107,1 of 1,Section 47 CrPC
3108,0 of 0,Empty
3109,0 of 0,Empty
3110,0 of 0,Empty
3111,0 of 0,Empty
3112,0 of 0,Empty
3113,1 of 1,Section 302 IPC
3114,0 of 0,Empty
3115,0 of 0,Empty
3116,0 of 0,Empty
3117,1 of 3,Section 4 CrPC
,2 of 3,Section 417 CrPC
,3 of 3,Section 1898 CrPC
3118,1 of 1,Section 302 IPC
3119,0 of 0,Empty
3120,0 of 0,Empty
3121,0 of 0,Empty
3122,0 of 0,Empty
3123,0 of 0,Empty
3124,0 of 0,Empty
3125,1 of 6,Section 4 CrPC
,2 of 6,Section 1898 CrPC
,3 of 6,Section 302 IPC
,4 of 6,Section 499 CrPC
,5 of 6,Section 1 CrPC
,6 of 6,Section 514 CrPC
3126,0 of 0,Empty
3127,0 of 0,Empty
3128,0 of 0,Empty
3129,0 of 0,Empty
3130,0 of 0,Empty
3131,0 of 0,Empty
3132,0 of 0,Empty
3133,0 of 0,Empty
3134,0 of 0,Empty
3135,0 of 0,Empty
3136,0 of 0,Empty
3137,0 of 0,Empty
3138,0 of 0,Empty
3139,0 of 0,Empty
3140,1 of 3,Section 3 IPC
,2 of 3,Section 354 IPC
,3 of 3,Section 302 IPC
3141,0 of 0,Empty
3142,0 of 0,Empty
3143,0 of 0,Empty
3144,1 of 2,Section 1973 CrPC
,2 of 2,Section 406 CrPC
3145,1 of 5,Section 1898 CrPC
,2 of 5,Section 350 CrPC
,3 of 5,Section 8 CrPC
,4 of 5,Section 549 CrPC
,5 of 5,Section 339 CrPC
3146,0 of 0,Empty
3147,0 of 0,Empty
3148,1 of 2,Section 313 CrPC
,2 of 2,Section 304 IPC
3149,0 of 0,Empty
3150,1 of 8,Section 120 IPC
,2 of 8,Section 1898 CrPC
,3 of 8,Section 1 CrPC
,4 of 8,Section 120-B IPC
,5 of 8,Section 197 CrPC
,6 of 8,Section 202 CrPC
,7 of 8,Section 409 IPC
,8 of 8,Section 166 IPC
3151,0 of 0,Empty
3152,0 of 0,Empty
3153,0 of 0,Empty
3154,0 of 0,Empty
3155,0 of 0,Empty
3156,1 of 4,Section 29-B CrPC
,2 of 4,Section 302 IPC
,3 of 4,Section 399 CrPC
,4 of 4,Section 1898 CrPC
3157,0 of 0,Empty
3158,0 of 0,Empty
3159,0 of 0,Empty
3160,0 of 0,Empty
3161,0 of 0,Empty
3162,0 of 0,Empty
3163,0 of 0,Empty
3164,0 of 0,Empty
3165,0 of 0,Empty
3166,0 of 0,Empty
3167,0 of 0,Empty
3168,0 of 0,Empty
3169,1 of 1,Section 110 CrPC
3170,0 of 0,Empty
3171,0 of 0,Empty
3172,0 of 0,Empty
3173,0 of 0,Empty
3174,0 of 0,Empty
3175,0 of 0,Empty
3176,0 of 0,Empty
3177,0 of 0,Empty
3178,0 of 0,Empty
3179,0 of 0,Empty
3180,0 of 0,Empty
3181,0 of 0,Empty
3182,0 of 0,Empty
3183,0 of 0,Empty
3184,1 of 3,Section 1973 CrPC
,2 of 3,Section 145 CrPC
,3 of 3,Section 1 CrPC
3185,0 of 0,Empty
3186,0 of 0,Empty
3187,0 of 0,Empty
3188,0 of 0,Empty
3189,0 of 0,Empty
3190,0 of 0,Empty
3191,0 of 0,Empty
3192,0 of 0,Empty
3193,0 of 0,Empty
3194,0 of 0,Empty
3195,0 of 0,Empty
3196,0 of 0,Empty
3197,0 of 0,Empty
3198,0 of 0,Empty
3199,0 of 0,Empty
3200,0 of 0,Empty
3201,0 of 0,Empty
3202,0 of 0,Empty
3203,0 of 0,Empty
3204,0 of 0,Empty
3205,0 of 0,Empty
3206,0 of 0,Empty
3207,0 of 0,Empty
3208,0 of 0,Empty
3209,0 of 0,Empty
3210,0 of 0,Empty
3211,1 of 2,Section 103 CrPC
,2 of 2,Section 105 CrPC
3212,0 of 0,Empty
3213,0 of 0,Empty
3214,0 of 0,Empty
3215,0 of 0,Empty
3216,0 of 0,Empty
3217,0 of 0,Empty
3218,0 of 0,Empty
3219,0 of 0,Empty
3220,0 of 0,Empty
3221,0 of 0,Empty
3222,0 of 0,Empty
3223,0 of 0,Empty
3224,0 of 0,Empty
3225,1 of 14,Section 1972 IPC
,2 of 14,Section 4 CrPC
,3 of 14,Section 1898 CrPC
,4 of 14,Section 2 IPC
,5 of 14,Section 161 IPC
,6 of 14,Section 5 IPC
,7 of 14,Section 165 IPC
,8 of 14,Section 3 IPC
,9 of 14,Section 1 CrPC
,10 of 14,Section 116 IPC
,11 of 14,Section 109 IPC
,12 of 14,Section 1 IPC
,13 of 14,Section 652 IPC
,14 of 14,Section 342 CrPC
3226,0 of 0,Empty
3227,0 of 0,Empty
3228,0 of 0,Empty
3229,0 of 0,Empty
3230,0 of 0,Empty
3231,0 of 0,Empty
3232,1 of 9,Section 147 IPC
,2 of 9,Section 307 IPC
,3 of 9,Section 326 IPC
,4 of 9,Section 34 IPC
,5 of 9,Section 302 IPC
,6 of 9,Section 149 IPC
,7 of 9,Section 148 IPC
,8 of 9,Section 323 IPC
,9 of 9,Section 109 IPC
3233,0 of 0,Empty
3234,0 of 0,Empty
3235,0 of 0,Empty
3236,0 of 0,Empty
3237,0 of 0,Empty
3238,0 of 0,Empty
3239,0 of 0,Empty
3240,1 of 1,Section 307 IPC
3241,0 of 0,Empty
3242,0 of 0,Empty
3243,0 of 0,Empty
3244,0 of 0,Empty
3245,0 of 0,Empty
3246,0 of 0,Empty
3247,0 of 0,Empty
3248,0 of 0,Empty
3249,0 of 0,Empty
3250,0 of 0,Empty
3251,0 of 0,Empty
3252,0 of 0,Empty
3253,0 of 0,Empty
3254,0 of 0,Empty
3255,0 of 0,Empty
3256,0 of 0,Empty
3257,0 of 0,Empty
3258,0 of 0,Empty
3259,0 of 0,Empty
3260,1 of 1,Section 145 CrPC
3261,0 of 0,Empty
3262,0 of 0,Empty
3263,0 of 0,Empty
3264,0 of 0,Empty
3265,0 of 0,Empty
3266,0 of 0,Empty
3267,0 of 0,Empty
3268,0 of 0,Empty
3269,0 of 0,Empty
3270,0 of 0,Empty
3271,0 of 0,Empty
3272,0 of 0,Empty
3273,0 of 0,Empty
3274,0 of 0,Empty
3275,0 of 0,Empty
3276,0 of 0,Empty
3277,0 of 0,Empty
3278,0 of 0,Empty
3279,0 of 0,Empty
3280,0 of 0,Empty
3281,0 of 0,Empty
3282,0 of 0,Empty
3283,0 of 0,Empty
3284,0 of 0,Empty
3285,0 of 0,Empty
3286,0 of 0,Empty
3287,0 of 0,Empty
3288,0 of 0,Empty
3289,0 of 0,Empty
3290,0 of 0,Empty
3291,0 of 0,Empty
3292,0 of 0,Empty
3293,0 of 0,Empty
3294,0 of 0,Empty
3295,0 of 0,Empty
3296,0 of 0,Empty
3297,0 of 0,Empty
3298,0 of 0,Empty
3299,0 of 0,Empty
3300,0 of 0,Empty
3301,0 of 0,Empty
3302,0 of 0,Empty
3303,0 of 0,Empty
3304,1 of 1,Section 203 CrPC
3305,0 of 0,Empty
3306,0 of 0,Empty
3307,0 of 0,Empty
3308,0 of 0,Empty
3309,0 of 0,Empty
3310,0 of 0,Empty
3311,0 of 0,Empty
3312,0 of 0,Empty
3313,0 of 0,Empty
3314,0 of 0,Empty
3315,0 of 0,Empty
3316,0 of 0,Empty
3317,0 of 0,Empty
3318,0 of 0,Empty
3319,0 of 0,Empty
3320,0 of 0,Empty
3321,0 of 0,Empty
3322,0 of 0,Empty
3323,0 of 0,Empty
3324,0 of 0,Empty
3325,0 of 0,Empty
3326,1 of 1,Section 482 CrPC
3327,0 of 0,Empty
3328,0 of 0,Empty
3329,0 of 0,Empty
3330,0 of 0,Empty
3331,0 of 0,Empty
3332,0 of 0,Empty
3333,0 of 0,Empty
3334,0 of 0,Empty
3335,0 of 0,Empty
3336,0 of 0,Empty
3337,0 of 0,Empty
3338,0 of 0,Empty
3339,0 of 0,Empty
3340,0 of 0,Empty
3341,0 of 0,Empty
3342,0 of 0,Empty
3343,0 of 0,Empty
3344,0 of 0,Empty
3345,0 of 0,Empty
3346,0 of 0,Empty
3347,0 of 0,Empty
3348,0 of 0,Empty
3349,0 of 0,Empty
3350,0 of 0,Empty
3351,0 of 0,Empty
3352,0 of 0,Empty
3353,0 of 0,Empty
3354,0 of 0,Empty
3355,0 of 0,Empty
3356,0 of 0,Empty
3357,0 of 0,Empty
3358,0 of 0,Empty
3359,0 of 0,Empty
3360,0 of 0,Empty
3361,1 of 3,Section 227 CrPC
,2 of 3,Section 1974 CrPC
,3 of 3,Section 2 CrPC
3362,0 of 0,Empty
3363,0 of 0,Empty
3364,0 of 0,Empty
3365,0 of 0,Empty
3366,0 of 0,Empty
3367,0 of 0,Empty
3368,0 of 0,Empty
3369,1 of 2,Section 1973 CrPC
,2 of 2,Section 378 CrPC
3370,0 of 0,Empty
3371,1 of 1,Section 420 IPC
3372,0 of 0,Empty
3373,0 of 0,Empty
3374,1 of 2,Section 377 CrPC
,2 of 2,Section 2 CrPC
3375,0 of 0,Empty
3376,0 of 0,Empty
3377,1 of 2,Section 2 IPC
,2 of 2,Section 165 IPC
3378,0 of 0,Empty
3379,0 of 0,Empty
3380,0 of 0,Empty
3381,0 of 0,Empty
3382,1 of 1,Section 420 IPC
3383,0 of 0,Empty
3384,0 of 0,Empty
3385,0 of 0,Empty
3386,0 of 0,Empty
3387,0 of 0,Empty
3388,0 of 0,Empty
3389,0 of 0,Empty
3390,0 of 0,Empty
3391,0 of 0,Empty
3392,0 of 0,Empty
3393,0 of 0,Empty
3394,0 of 0,Empty
3395,1 of 2,Section 302 IPC
,2 of 2,Section 323 IPC
3396,0 of 0,Empty
3397,0 of 0,Empty
3398,0 of 0,Empty
3399,0 of 0,Empty
3400,0 of 0,Empty
3401,0 of 0,Empty
3402,0 of 0,Empty
3403,1 of 2,Section 302 IPC
,2 of 2,Section 34 IPC
3404,0 of 0,Empty
3405,0 of 0,Empty
3406,0 of 0,Empty
3407,0 of 0,Empty
3408,0 of 0,Empty
3409,0 of 0,Empty
3410,0 of 0,Empty
3411,0 of 0,Empty
3412,0 of 0,Empty
3413,0 of 0,Empty
3414,0 of 0,Empty
3415,1 of 3,Section 497 CrPC
,2 of 3,Section 209 CrPC
,3 of 3,Section 1898 CrPC
3416,0 of 0,Empty
3417,0 of 0,Empty
3418,0 of 0,Empty
3419,0 of 0,Empty
3420,0 of 0,Empty
3421,0 of 0,Empty
3422,0 of 0,Empty
3423,0 of 0,Empty
3424,0 of 0,Empty
3425,0 of 0,Empty
3426,0 of 0,Empty
3427,0 of 0,Empty
3428,0 of 0,Empty
3429,0 of 0,Empty
3430,0 of 0,Empty
3431,0 of 0,Empty
3432,0 of 0,Empty
3433,0 of 0,Empty
3434,0 of 0,Empty
3435,0 of 0,Empty
3436,0 of 0,Empty
3437,0 of 0,Empty
3438,0 of 0,Empty
3439,0 of 0,Empty
3440,0 of 0,Empty
3441,0 of 0,Empty
3442,0 of 0,Empty
3443,0 of 0,Empty
3444,0 of 0,Empty
3445,0 of 0,Empty
3446,0 of 0,Empty
3447,1 of 4,Section 420 IPC
,2 of 4,Section 120-B IPC
,3 of 4,Section 468 IPC
,4 of 4,Section 471 IPC
3448,0 of 0,Empty
3449,0 of 0,Empty
3450,0 of 0,Empty
3451,0 of 0,Empty
3452,0 of 0,Empty
3453,1 of 3,Section 2 IPC
,2 of 3,Section 5 IPC
,3 of 3,Section 161 IPC
3454,0 of 0,Empty
3455,0 of 0,Empty
3456,0 of 0,Empty
3457,0 of 0,Empty
3458,0 of 0,Empty
3459,0 of 0,Empty
3460,0 of 0,Empty
3461,0 of 0,Empty
3462,0 of 0,Empty
3463,0 of 0,Empty
3464,0 of 0,Empty
3465,0 of 0,Empty
3466,0 of 0,Empty
3467,0 of 0,Empty
3468,0 of 0,Empty
3469,0 of 0,Empty
3470,0 of 0,Empty
3471,0 of 0,Empty
3472,0 of 0,Empty
3473,0 of 0,Empty
3474,0 of 0,Empty
3475,0 of 0,Empty
3476,0 of 0,Empty
3477,0 of 0,Empty
3478,0 of 0,Empty
3479,0 of 0,Empty
3480,0 of 0,Empty
3481,0 of 0,Empty
3482,0 of 0,Empty
3483,0 of 0,Empty
3484,0 of 0,Empty
3485,0 of 0,Empty
3486,0 of 0,Empty
3487,0 of 0,Empty
3488,0 of 0,Empty
3489,0 of 0,Empty
3490,0 of 0,Empty
3491,0 of 0,Empty
3492,0 of 0,Empty
3493,0 of 0,Empty
3494,0 of 0,Empty
3495,0 of 0,Empty
3496,0 of 0,Empty
3497,0 of 0,Empty
3498,0 of 0,Empty
3499,0 of 0,Empty
3500,0 of 0,Empty
3501,0 of 0,Empty
3502,0 of 0,Empty
3503,0 of 0,Empty
3504,0 of 0,Empty
3505,0 of 0,Empty
3506,0 of 0,Empty
3507,0 of 0,Empty
3508,1 of 7,Section 162 CrPC
,2 of 7,Section 1898 CrPC
,3 of 7,Section 156 CrPC
,4 of 7,Section 173 CrPC
,5 of 7,Section 561 CrPC
,6 of 7,Section 190 CrPC
,7 of 7,Section 251 CrPC
3509,0 of 0,Empty
3510,0 of 0,Empty
3511,0 of 0,Empty
3512,0 of 0,Empty
3513,0 of 0,Empty
3514,0 of 0,Empty
3515,0 of 0,Empty
3516,0 of 0,Empty
3517,0 of 0,Empty
3518,0 of 0,Empty
3519,0 of 0,Empty
3520,1 of 8,Section 120 IPC
,2 of 8,Section 4 CrPC
,3 of 8,Section 1898 CrPC
,4 of 8,Section 420 IPC
,5 of 8,Section 161 IPC
,6 of 8,Section 496 CrPC
,7 of 8,Section 165 IPC
,8 of 8,Section 1 CrPC
3521,0 of 0,Empty
3522,1 of 2,Section 429 CrPC
,2 of 2,Section 1898 CrPC
3523,0 of 0,Empty
3524,0 of 0,Empty
3525,0 of 0,Empty
3526,0 of 0,Empty
3527,0 of 0,Empty
3528,0 of 0,Empty
3529,0 of 0,Empty
3530,1 of 14,Section 476 CrPC
,2 of 14,Section 207 CrPC
,3 of 14,Section 2 CrPC
,4 of 14,Section 211 IPC
,5 of 14,Section 471 IPC
,6 of 14,Section 1898 CrPC
,7 of 14,Section 465 IPC
,8 of 14,Section 173 CrPC
,9 of 14,Section 195 CrPC
,10 of 14,Section 192 CrPC
,11 of 14,Section 205 IPC
,12 of 14,Section 109 IPC
,13 of 14,Section 467 IPC
,14 of 14,Section 419 IPC
3531,0 of 0,Empty
3532,0 of 0,Empty
3533,0 of 0,Empty
3534,0 of 0,Empty
3535,0 of 0,Empty
3536,0 of 0,Empty
3537,0 of 0,Empty
3538,0 of 0,Empty
3539,0 of 0,Empty
3540,0 of 0,Empty
3541,0 of 0,Empty
3542,0 of 0,Empty
3543,0 of 0,Empty
3544,0 of 0,Empty
3545,0 of 0,Empty
3546,0 of 0,Empty
3547,0 of 0,Empty
3548,0 of 0,Empty
3549,0 of 0,Empty
3550,0 of 0,Empty
3551,0 of 0,Empty
3552,0 of 0,Empty
3553,0 of 0,Empty
3554,1 of 1,Section 80 CrPC
3555,0 of 0,Empty
3556,0 of 0,Empty
3557,0 of 0,Empty
3558,0 of 0,Empty
3559,0 of 0,Empty
3560,0 of 0,Empty
3561,0 of 0,Empty
3562,0 of 0,Empty
3563,0 of 0,Empty
3564,0 of 0,Empty
3565,0 of 0,Empty
3566,0 of 0,Empty
3567,0 of 0,Empty
3568,0 of 0,Empty
3569,0 of 0,Empty
3570,0 of 0,Empty
3571,0 of 0,Empty
3572,0 of 0,Empty
3573,0 of 0,Empty
3574,1 of 1,Section 428 CrPC
3575,0 of 0,Empty
3576,0 of 0,Empty
3577,0 of 0,Empty
3578,0 of 0,Empty
3579,0 of 0,Empty
3580,0 of 0,Empty
3581,0 of 0,Empty
3582,0 of 0,Empty
3583,0 of 0,Empty
3584,0 of 0,Empty
3585,1 of 2,Section 340 CrPC
,2 of 2,Section 1 CrPC
3586,0 of 0,Empty
3587,0 of 0,Empty
3588,0 of 0,Empty
3589,0 of 0,Empty
3590,0 of 0,Empty
3591,0 of 0,Empty
3592,0 of 0,Empty
3593,0 of 0,Empty
3594,0 of 0,Empty
3595,1 of 10,Section 354 IPC
,2 of 10,Section 2 CrPC
,3 of 10,Section 84 IPC
,4 of 10,Section 43 CrPC
,5 of 10,Section 1974 CrPC
,6 of 10,Section 302 IPC
,7 of 10,Section 1973 CrPC
,8 of 10,Section 1 CrPC
,9 of 10,Section 3 CrPC
,10 of 10,Section 354 CrPC
3596,0 of 0,Empty
3597,0 of 0,Empty
3598,0 of 0,Empty
3599,0 of 0,Empty
3600,0 of 0,Empty
3601,0 of 0,Empty
3602,0 of 0,Empty
3603,0 of 0,Empty
3604,0 of 0,Empty
3605,0 of 0,Empty
3606,0 of 0,Empty
3607,0 of 0,Empty
3608,1 of 4,Section 2 IPC
,2 of 4,Section 5 IPC
,3 of 4,Section 1 IPC
,4 of 4,Section 161 IPC
3609,0 of 0,Empty
3610,0 of 0,Empty
3611,0 of 0,Empty
3612,0 of 0,Empty
3613,1 of 1,Section 148 CrPC
3614,0 of 0,Empty
3615,0 of 0,Empty
3616,0 of 0,Empty
3617,0 of 0,Empty
3618,0 of 0,Empty
3619,0 of 0,Empty
3620,0 of 0,Empty
3621,0 of 0,Empty
3622,0 of 0,Empty
3623,0 of 0,Empty
3624,0 of 0,Empty
3625,0 of 0,Empty
3626,0 of 0,Empty
3627,0 of 0,Empty
3628,0 of 0,Empty
3629,0 of 0,Empty
3630,0 of 0,Empty
3631,0 of 0,Empty
3632,0 of 0,Empty
3633,0 of 0,Empty
3634,0 of 0,Empty
3635,1 of 4,Section 170 CrPC
,2 of 4,Section 173 CrPC
,3 of 4,Section 169 CrPC
,4 of 4,Section 1898 CrPC
3636,0 of 0,Empty
3637,0 of 0,Empty
3638,0 of 0,Empty
3639,0 of 0,Empty
3640,0 of 0,Empty
3641,0 of 0,Empty
3642,0 of 0,Empty
3643,0 of 0,Empty
3644,0 of 0,Empty
3645,0 of 0,Empty
3646,0 of 0,Empty
3647,0 of 0,Empty
3648,0 of 0,Empty
3649,0 of 0,Empty
3650,0 of 0,Empty
3651,0 of 0,Empty
3652,0 of 0,Empty
3653,0 of 0,Empty
3654,0 of 0,Empty
3655,0 of 0,Empty
3656,0 of 0,Empty
3657,1 of 11,Section 147 IPC
,2 of 11,Section 307 IPC
,3 of 11,Section 34 IPC
,4 of 11,Section 302 IPC
,5 of 11,Section 149 IPC
,6 of 11,Section 148 IPC
,7 of 11,Section 323 IPC
,8 of 11,Section 304 IPC
,9 of 11,Section 300 IPC
,10 of 11,Section 325 IPC
,11 of 11,Section 1 IPC
3658,0 of 0,Empty
3659,0 of 0,Empty
3660,0 of 0,Empty
3661,0 of 0,Empty
3662,1 of 9,Section 147 IPC
,2 of 9,Section 456 IPC
,3 of 9,Section 452 IPC
,4 of 9,Section 100 IPC
,5 of 9,Section 501 IPC
,6 of 9,Section 109 CrPC
,7 of 9,Section 324 IPC
,8 of 9,Section 325 IPC
,9 of 9,Section 55 CrPC
3663,0 of 0,Empty
3664,0 of 0,Empty
3665,0 of 0,Empty
3666,0 of 0,Empty
3667,0 of 0,Empty
3668,0 of 0,Empty
3669,0 of 0,Empty
3670,0 of 0,Empty
3671,0 of 0,Empty
3672,0 of 0,Empty
3673,0 of 0,Empty
3674,0 of 0,Empty
3675,0 of 0,Empty
3676,0 of 0,Empty
3677,0 of 0,Empty
3678,0 of 0,Empty
3679,0 of 0,Empty
3680,0 of 0,Empty
3681,0 of 0,Empty
3682,0 of 0,Empty
3683,0 of 0,Empty
3684,0 of 0,Empty
3685,0 of 0,Empty
3686,0 of 0,Empty
3687,0 of 0,Empty
3688,0 of 0,Empty
3689,0 of 0,Empty
3690,0 of 0,Empty
3691,0 of 0,Empty
3692,0 of 0,Empty
3693,0 of 0,Empty
3694,0 of 0,Empty
3695,0 of 0,Empty
3696,0 of 0,Empty
3697,1 of 5,Section 199 IPC
,2 of 5,Section 193 IPC
,3 of 5,Section 197 IPC
,4 of 5,Section 196 IPC
,5 of 5,Section 205 IPC
3698,0 of 0,Empty
3699,0 of 0,Empty
3700,0 of 0,Empty
3701,0 of 0,Empty
3702,0 of 0,Empty
3703,0 of 0,Empty
3704,0 of 0,Empty
3705,0 of 0,Empty
3706,0 of 0,Empty
3707,0 of 0,Empty
3708,0 of 0,Empty
3709,0 of 0,Empty
3710,0 of 0,Empty
3711,0 of 0,Empty
3712,0 of 0,Empty
3713,0 of 0,Empty
3714,0 of 0,Empty
3715,0 of 0,Empty
3716,0 of 0,Empty
3717,0 of 0,Empty
3718,0 of 0,Empty
3719,0 of 0,Empty
3720,0 of 0,Empty
3721,0 of 0,Empty
3722,1 of 1,Section 161 IPC
3723,0 of 0,Empty
3724,0 of 0,Empty
3725,0 of 0,Empty
3726,0 of 0,Empty
3727,0 of 0,Empty
3728,0 of 0,Empty
3729,0 of 0,Empty
3730,0 of 0,Empty
3731,0 of 0,Empty
3732,0 of 0,Empty
3733,0 of 0,Empty
3734,0 of 0,Empty
3735,0 of 0,Empty
3736,0 of 0,Empty
3737,0 of 0,Empty
3738,0 of 0,Empty
3739,0 of 0,Empty
3740,0 of 0,Empty
3741,0 of 0,Empty
3742,0 of 0,Empty
3743,1 of 6,Section 511 IPC
,2 of 6,Section 120 IPC
,3 of 6,Section 471 IPC
,4 of 6,Section 420 IPC
,5 of 6,Section 439 CrPC
,6 of 6,Section 468 IPC
3744,0 of 0,Empty
3745,0 of 0,Empty
3746,0 of 0,Empty
3747,0 of 0,Empty
3748,1 of 1,Section 411 IPC
3749,0 of 0,Empty
3750,1 of 4,Section 120 IPC
,2 of 4,Section 109 IPC
,3 of 4,Section 302 IPC
,4 of 4,Section 34 IPC
3751,0 of 0,Empty
3752,0 of 0,Empty
3753,0 of 0,Empty
3754,0 of 0,Empty
3755,0 of 0,Empty
3756,0 of 0,Empty
3757,0 of 0,Empty
3758,0 of 0,Empty
3759,0 of 0,Empty
3760,0 of 0,Empty
3761,0 of 0,Empty
3762,0 of 0,Empty
3763,0 of 0,Empty
3764,0 of 0,Empty
3765,0 of 0,Empty
3766,1 of 2,Section 165 IPC
,2 of 2,Section 411 IPC
3767,0 of 0,Empty
3768,0 of 0,Empty
3769,0 of 0,Empty
